code;cruise;date;id_tanda;tanda;lon;lat;time;duration;numtraps;effort;depth;weight;sex
323;2019;25/10/2019;1;63;-6,998708333;43,566;0,4073;0,134027778;30;0,402;18,288;870;Macho
324;2019;25/10/2019;1;63;-6,998708333;43,566;0,4073;0,134027778;30;0,402;18,288;1190;Hembra
325;2019;25/10/2019;1;63;-6,998708333;43,566;0,4073;0,134027778;30;0,402;18,288;760;Hembra
326;2019;25/10/2019;2;64;-6,995866664;43,570925;0,4240;0,127777778;30;0,383;24,87168;1690;Macho
327;2019;25/10/2019;2;64;-6,995866664;43,570925;0,4240;0,127777778;30;0,383;24,87168;890;Macho
328;2019;25/10/2019;2;64;-6,995866664;43,570925;0,4240;0,127777778;30;0,383;24,87168;800;Hembra
329;2019;25/10/2019;2;64;-6,995866664;43,570925;0,4240;0,127777778;30;0,383;24,87168;1130;Macho
330;2019;25/10/2019;2;64;-6,995866664;43,570925;0,4240;0,127777778;30;0,383;24,87168;1235;Hembra
331;2019;25/10/2019;2;64;-6,995866664;43,570925;0,4240;0,127777778;30;0,383;24,87168;1200;Indeterminado
332;2019;25/10/2019;3;65;-7,000208336;43,587925;0,4344;0,142361111;30;0,427;54,864;510;Macho
333;2019;25/10/2019;4;66;-7,012266663;43,59431667;0,4455;0,151388889;30;0,454;71,14032;840;Hembra
334;2019;25/10/2019;4;66;-7,012266663;43,59431667;0,4455;0,151388889;30;0,454;71,14032;530;Indeterminado
335;2019;25/10/2019;4;66;-7,012266663;43,59431667;0,4455;0,151388889;30;0,454;71,14032;575;Macho
336;2019;25/10/2019;5;67;-7,000599994;43,630125;0,4809;0,185416667;30;0,556;108,08208;680;Macho
337;2019;25/10/2019;5;67;-7,000599994;43,630125;0,4809;0,185416667;30;0,556;108,08208;660;Hembra
338;2019;25/10/2019;5;67;-7,000599994;43,630125;0,4809;0,185416667;30;0,556;108,08208;1035;Macho
339;2019;25/10/2019;5;67;-7,000599994;43,630125;0,4809;0,185416667;30;0,556;108,08208;570;Hembra
340;2019;25/10/2019;5;67;-7,000599994;43,630125;0,4809;0,185416667;30;0,556;108,08208;690;Hembra
341;2019;25/10/2019;5;67;-7,000599994;43,630125;0,4809;0,185416667;30;0,556;108,08208;840;Hembra
342;2019;25/10/2019;6;68;-7,006124996;43,63925833;0,4767;0,156944444;30;0,471;112,4712;1205;Macho
343;2019;25/10/2019;6;68;-7,006124996;43,63925833;0,4767;0,156944444;30;0,471;112,4712;670;Macho
344;2019;25/10/2019;6;68;-7,006124996;43,63925833;0,4767;0,156944444;30;0,471;112,4712;160;Hembra
345;2019;19/11/2019;1;69;-6,978499996;43,63246667;0,4875;0,277777778;30;0,833;108,44784;530;Hembra
346;2019;19/11/2019;1;69;-6,978499996;43,63246667;0,4875;0,277777778;30;0,833;108,44784;800;Macho
347;2019;19/11/2019;1;69;-6,978499996;43,63246667;0,4875;0,277777778;30;0,833;108,44784;130;Hembra
348;2019;19/11/2019;1;69;-6,978499996;43,63246667;0,4875;0,277777778;30;0,833;108,44784;1970;Macho
349;2019;19/11/2019;1;69;-6,978499996;43,63246667;0,4875;0,277777778;30;0,833;108,44784;230;Hembra
350;2019;19/11/2019;1;69;-6,978499996;43,63246667;0,4875;0,277777778;30;0,833;108,44784;810;Hembra
351;2019;19/11/2019;2;70;-6,965416664;43,6204;0,4778;0,245138889;30;0,735;104,2416;880;Macho
352;2019;19/11/2019;2;70;-6,965416664;43,6204;0,4778;0,245138889;30;0,735;104,2416;1250;Macho
353;2019;19/11/2019;2;70;-6,965416664;43,6204;0,4778;0,245138889;30;0,735;104,2416;560;Macho
354;2019;19/11/2019;2;70;-6,965416664;43,6204;0,4778;0,245138889;30;0,735;104,2416;575;Hembra
355;2019;19/11/2019;2;70;-6,965416664;43,6204;0,4778;0,245138889;30;0,735;104,2416;510;Hembra
356;2019;19/11/2019;2;70;-6,965416664;43,6204;0,4778;0,245138889;30;0,735;104,2416;405;Macho
357;2019;19/11/2019;2;70;-6,965416664;43,6204;0,4778;0,245138889;30;0,735;104,2416;1290;Hembra
358;2019;19/11/2019;2;70;-6,965416664;43,6204;0,4778;0,245138889;30;0,735;104,2416;1660;Macho
359;2019;19/11/2019;2;70;-6,965416664;43,6204;0,4778;0,245138889;30;0,735;104,2416;410;Hembra
360;2019;19/11/2019;2;70;-6,965416664;43,6204;0,4778;0,245138889;30;0,735;104,2416;415;Macho
361;2019;19/11/2019;3;71;-6,968308334;43,600325;0,4722;0,213194444;30;0,640;76,8096;980;Macho
362;2019;19/11/2019;3;71;-6,968308334;43,600325;0,4722;0,213194444;30;0,640;76,8096;595;Hembra
363;2019;19/11/2019;3;71;-6,968308334;43,600325;0,4722;0,213194444;30;0,640;76,8096;790;Macho
364;2019;19/11/2019;3;71;-6,968308334;43,600325;0,4722;0,213194444;30;0,640;76,8096;923;Macho
365;2019;19/11/2019;3;71;-6,968308334;43,600325;0,4722;0,213194444;30;0,640;76,8096;675;Hembra
366;2019;19/11/2019;3;71;-6,968308334;43,600325;0,4722;0,213194444;30;0,640;76,8096;785;Hembra
367;2019;19/11/2019;3;71;-6,968308334;43,600325;0,4722;0,213194444;30;0,640;76,8096;600;Hembra
368;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;580;Macho
369;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;310;Hembra
370;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;785;Macho
371;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;865;Macho
372;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;880;Hembra
373;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;660;Hembra
374;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;570;Macho
375;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;2315;Macho
376;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;2010;Macho
377;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;1165;Macho
378;2019;19/11/2019;4;72;-6,978933345;43,58965;0,4681;0,186111111;30;0,558;56,6928;690;Macho
379;2019;19/11/2019;5;73;-6,96966667;43,581925;0,4649;0,159722222;30;0,479;36,02736;2300;Hembra
380;2019;19/11/2019;6;74;-6,97044167;43,57360833;0,4646;0,132638889;30;0,398;20,1168;4080;Hembra
381;2019;19/11/2019;6;74;-6,97044167;43,57360833;0,4646;0,132638889;30;0,398;20,1168;425;Hembra
382;2019;19/11/2019;6;74;-6,97044167;43,57360833;0,4646;0,132638889;30;0,398;20,1168;795;Hembra
383;2019;19/11/2019;6;74;-6,97044167;43,57360833;0,4646;0,132638889;30;0,398;20,1168;630;Macho
384;2019;19/11/2019;6;74;-6,97044167;43,57360833;0,4646;0,132638889;30;0,398;20,1168;2085;Hembra
385;2019;19/11/2019;6;74;-6,97044167;43,57360833;0,4646;0,132638889;30;0,398;20,1168;605;Macho
386;2019;19/11/2019;6;74;-6,97044167;43,57360833;0,4646;0,132638889;30;0,398;20,1168;885;Macho
387;2019;19/11/2019;6;74;-6,97044167;43,57360833;0,4646;0,132638889;30;0,398;20,1168;780;Macho
388;2019;19/11/2019;6;74;-6,97044167;43,57360833;0,4646;0,132638889;30;0,398;20,1168;740;Macho
389;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;825;Macho
390;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;720;Macho
391;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;705;Macho
392;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;590;Macho
393;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;905;Hembra
394;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;225;Hembra
395;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;410;Hembra
396;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;1005;Macho
397;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;835;Indeterminado
398;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;520;Macho
399;2019;29/11/2019;1;75;-7,017216658;43,6294;0,4010;0,1375;30;0,413;106,0704;745;Macho
400;2019;29/11/2019;3;76;-7,014775021;43,58586667;0,4431;0,15625;30;0,469;64,008;600;Macho
401;2019;29/11/2019;3;76;-7,014775021;43,58586667;0,4431;0,15625;30;0,469;64,008;890;Hembra
402;2019;29/11/2019;3;76;-7,014775021;43,58586667;0,4431;0,15625;30;0,469;64,008;395;Macho
403;2019;29/11/2019;3;76;-7,014775021;43,58586667;0,4431;0,15625;30;0,469;64,008;520;Macho
404;2019;29/11/2019;4;77;-7,021374997;43,58246667;0,4611;0,184027778;30;0,552;54,864;870;Hembra
405;2019;29/11/2019;4;77;-7,021374997;43,58246667;0,4611;0,184027778;30;0,552;54,864;310;Hembra
406;2019;29/11/2019;4;77;-7,021374997;43,58246667;0,4611;0,184027778;30;0,552;54,864;580;Macho
407;2019;29/11/2019;4;77;-7,021374997;43,58246667;0,4611;0,184027778;30;0,552;54,864;2250;Macho
408;2019;29/11/2019;4;77;-7,021374997;43,58246667;0,4611;0,184027778;30;0,552;54,864;1535;Hembra
409;2019;29/11/2019;4;77;-7,021374997;43,58246667;0,4611;0,184027778;30;0,552;54,864;690;Macho
410;2019;29/11/2019;4;77;-7,021374997;43,58246667;0,4611;0,184027778;30;0,552;54,864;1405;Hembra
411;2019;29/11/2019;4;77;-7,021374997;43,58246667;0,4611;0,184027778;30;0,552;54,864;435;Hembra
412;2019;29/11/2019;4;77;-7,021374997;43,58246667;0,4611;0,184027778;30;0,552;54,864;565;Macho
413;2019;29/11/2019;4;77;-7,021374997;43,58246667;0,4611;0,184027778;30;0,552;54,864;710;Hembra
414;2019;29/11/2019;5;78;-7,011899998;43,57261667;0,4826;0,197916667;30;0,594;29,2608;915;Macho
415;2019;29/11/2019;5;78;-7,011899998;43,57261667;0,4826;0,197916667;30;0,594;29,2608;630;Hembra
416;2019;29/11/2019;5;78;-7,011899998;43,57261667;0,4826;0,197916667;30;0,594;29,2608;1180;Macho
417;2019;29/11/2019;5;78;-7,011899998;43,57261667;0,4826;0,197916667;30;0,594;29,2608;755;Macho
418;2019;29/11/2019;5;78;-7,011899998;43,57261667;0,4826;0,197916667;30;0,594;29,2608;680;Hembra
419;2019;29/11/2019;5;78;-7,011899998;43,57261667;0,4826;0,197916667;30;0,594;29,2608;485;Hembra
420;2019;29/11/2019;5;78;-7,011899998;43,57261667;0,4826;0,197916667;30;0,594;29,2608;1350;Macho
421;2019;29/11/2019;5;78;-7,011899998;43,57261667;0,4826;0,197916667;30;0,594;29,2608;1180;Hembra
422;2019;29/11/2019;5;78;-7,011899998;43,57261667;0,4826;0,197916667;30;0,594;29,2608;360;Macho
423;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;560;Macho
424;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;1820;Macho
425;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;830;Hembra
426;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;940;Macho
427;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;740;Hembra
428;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;715;Macho
429;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;505;Hembra
430;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;960;Hembra
431;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;535;Hembra
432;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;760;Macho
433;2019;29/11/2019;6;79;-7,013550006;43,56296667;0,4941;0,209027778;30;0,627;14,6304;720;Hembra
434;2019;29/11/2019;7;80;-7,025;43,63845;0,5663;0,159027778;30;0,477;109,728;880;Hembra
435;2019;29/11/2019;9;81;-7,023924993;43,5855;0,6122;0,140277778;30;0,421;58,5216;1920;Macho
436;2019;29/11/2019;9;81;-7,023924993;43,5855;0,6122;0,140277778;30;0,421;58,5216;465;Hembra
437;2019;29/11/2019;9;81;-7,023924993;43,5855;0,6122;0,140277778;30;0,421;58,5216;1180;Macho
438;2019;29/11/2019;9;81;-7,023924993;43,5855;0,6122;0,140277778;30;0,421;58,5216;780;Macho
439;2019;29/11/2019;10;82;-7,000725001;43,5908;0,6351;0,13125;30;0,394;58,5216;860;Macho
440;2019;29/11/2019;11;83;-7,010750004;43,57235;0,6569;0,125;30;0,375;32,004;885;Indeterminado
441;2019;29/11/2019;11;83;-7,010750004;43,57235;0,6569;0,125;30;0,375;32,004;830;Hembra
442;2019;29/11/2019;12;84;-7,00259167;43,5675;0,6736;0,118055556;30;0,354;20,1168;665;Macho
443;2019;29/11/2019;12;84;-7,00259167;43,5675;0,6736;0,118055556;30;0,354;20,1168;1095;Hembra
444;2019;04/12/2019;1;85;-6,930691667;43,58173333;0,4497;0,267361111;30;0,802;27,432;2890;Macho
445;2019;04/12/2019;1;85;-6,930691667;43,58173333;0,4497;0,267361111;30;0,802;27,432;560;Macho
446;2019;04/12/2019;1;85;-6,930691667;43,58173333;0,4497;0,267361111;30;0,802;27,432;885;Hembra
447;2019;04/12/2019;1;85;-6,930691667;43,58173333;0,4497;0,267361111;30;0,802;27,432;445;Hembra
448;2019;04/12/2019;1;85;-6,930691667;43,58173333;0,4497;0,267361111;30;0,802;27,432;810;Macho
449;2019;04/12/2019;1;85;-6,930691667;43,58173333;0,4497;0,267361111;30;0,802;27,432;725;Hembra
450;2019;04/12/2019;1;85;-6,930691667;43,58173333;0,4497;0,267361111;30;0,802;27,432;1065;Hembra
451;2019;04/12/2019;1;85;-6,930691667;43,58173333;0,4497;0,267361111;30;0,802;27,432;1430;Macho
452;2019;04/12/2019;1;85;-6,930691667;43,58173333;0,4497;0,267361111;30;0,802;27,432;1345;Hembra
453;2019;04/12/2019;1;85;-6,930691667;43,58173333;0,4497;0,267361111;30;0,802;27,432;850;Hembra
454;2019;04/12/2019;2;86;-6,939024997;43,59084167;0,4497;0,2375;30;0,713;25,6032;520;Hembra
455;2019;04/12/2019;2;86;-6,939024997;43,59084167;0,4497;0,2375;30;0,713;25,6032;950;Hembra
456;2019;04/12/2019;2;86;-6,939024997;43,59084167;0,4497;0,2375;30;0,713;25,6032;3300;Macho
457;2019;04/12/2019;2;86;-6,939024997;43,59084167;0,4497;0,2375;30;0,713;25,6032;1980;Hembra
458;2019;04/12/2019;2;86;-6,939024997;43,59084167;0,4497;0,2375;30;0,713;25,6032;1230;Macho
459;2019;04/12/2019;2;86;-6,939024997;43,59084167;0,4497;0,2375;30;0,713;25,6032;1160;Macho
460;2019;04/12/2019;2;86;-6,939024997;43,59084167;0,4497;0,2375;30;0,713;25,6032;1110;Indeterminado
461;2019;04/12/2019;2;86;-6,939024997;43,59084167;0,4497;0,2375;30;0,713;25,6032;435;Hembra
462;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;555;Macho
463;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;685;Hembra
464;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;1460;Hembra
465;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;660;Hembra
466;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;600;Hembra
467;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;1255;Macho
468;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;560;Hembra
469;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;620;Hembra
470;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;430;Hembra
471;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;740;Hembra
472;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;500;Macho
473;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;780;Indeterminado
474;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;550;Hembra
475;2019;04/12/2019;3;87;-6,928800004;43,59968333;0,4431;0,195833333;30;0,588;72,96912;740;Macho
476;2019;04/12/2019;4;88;-6,942908329;43,60134167;0,4427;0,166666667;30;0,500;69,4944;415;Hembra
477;2019;04/12/2019;4;88;-6,942908329;43,60134167;0,4427;0,166666667;30;0,500;69,4944;820;Macho
478;2019;04/12/2019;4;88;-6,942908329;43,60134167;0,4427;0,166666667;30;0,500;69,4944;1480;Hembra
479;2019;04/12/2019;4;88;-6,942908329;43,60134167;0,4427;0,166666667;30;0,500;69,4944;640;Hembra
480;2019;04/12/2019;4;88;-6,942908329;43,60134167;0,4427;0,166666667;30;0,500;69,4944;1030;Hembra
481;2019;04/12/2019;4;88;-6,942908329;43,60134167;0,4427;0,166666667;30;0,500;69,4944;550;Macho
482;2019;04/12/2019;4;88;-6,942908329;43,60134167;0,4427;0,166666667;30;0,500;69,4944;665;Macho
483;2019;04/12/2019;4;88;-6,942908329;43,60134167;0,4427;0,166666667;30;0,500;69,4944;460;Hembra
484;2019;04/12/2019;6;89;-6,95955;43,633025;0,4299;0,100694444;30;0,302;106,0704;380;Hembra
485;2019;04/12/2019;6;89;-6,95955;43,633025;0,4299;0,100694444;30;0,302;106,0704;395;Hembra
486;2019;04/12/2019;6;89;-6,95955;43,633025;0,4299;0,100694444;30;0,302;106,0704;940;Hembra
487;2019;04/12/2019;6;89;-6,95955;43,633025;0,4299;0,100694444;30;0,302;106,0704;340;Macho
488;2019;04/12/2019;7;90;-6,964724999;43,64099167;0,5635;0,123611111;30;0,371;109,36224;760;Macho
489;2019;04/12/2019;8;91;-6,940116661;43,64089167;0,5771;0,134722222;30;0,404;109,54512;605;Hembra
490;2019;04/12/2019;8;91;-6,940116661;43,64089167;0,5771;0,134722222;30;0,404;109,54512;600;Hembra
491;2019;04/12/2019;8;91;-6,940116661;43,64089167;0,5771;0,134722222;30;0,404;109,54512;585;Macho
492;2019;04/12/2019;9;92;-6,951533333;43,59890833;0,6156;0,115972222;30;0,348;64,008;690;Hembra
493;2019;04/12/2019;9;92;-6,951533333;43,59890833;0,6156;0,115972222;30;0,348;64,008;3960;Macho
494;2019;04/12/2019;9;92;-6,951533333;43,59890833;0,6156;0,115972222;30;0,348;64,008;820;Macho
495;2019;04/12/2019;9;92;-6,951533333;43,59890833;0,6156;0,115972222;30;0,348;64,008;910;Hembra
496;2019;04/12/2019;9;92;-6,951533333;43,59890833;0,6156;0,115972222;30;0,348;64,008;420;Macho
497;2019;04/12/2019;10;93;-6,957333333;43,59703333;0,6247;0,123611111;30;0,371;56,6928;405;Hembra
498;2019;04/12/2019;10;93;-6,957333333;43,59703333;0,6247;0,123611111;30;0,371;56,6928;550;Hembra
499;2019;04/12/2019;10;93;-6,957333333;43,59703333;0,6247;0,123611111;30;0,371;56,6928;530;Hembra
500;2019;04/12/2019;11;94;-6,953083346;43,57891667;0,6573;0,120833333;30;0,363;17,3736;880;Hembra
501;2019;04/12/2019;11;94;-6,953083346;43,57891667;0,6573;0,120833333;30;0,363;17,3736;535;Hembra
502;2019;04/12/2019;11;94;-6,953083346;43,57891667;0,6573;0,120833333;30;0,363;17,3736;1080;Macho
503;2019;04/12/2019;12;95;-6,950416665;43,583175;0,6538;0,102777778;30;0,308;27,432;1190;Macho
504;2019;04/12/2019;12;95;-6,950416665;43,583175;0,6538;0,102777778;30;0,308;27,432;680;Hembra
505;2019;04/12/2019;12;95;-6,950416665;43,583175;0,6538;0,102777778;30;0,308;27,432;4800;Macho
506;2019;04/12/2019;12;95;-6,950416665;43,583175;0,6538;0,102777778;30;0,308;27,432;3360;Hembra
507;2019;04/12/2019;12;95;-6,950416665;43,583175;0,6538;0,102777778;30;0,308;27,432;1300;Hembra
508;2019;04/12/2019;12;95;-6,950416665;43,583175;0,6538;0,102777778;30;0,308;27,432;3170;Macho
509;2019;04/12/2019;12;95;-6,950416665;43,583175;0,6538;0,102777778;30;0,308;27,432;550;Macho
510;2019;04/12/2019;12;95;-6,950416665;43,583175;0,6538;0,102777778;30;0,308;27,432;4130;Macho
511;2019;05/12/2019;1;96;-6,959758337;43,57980833;0,4069;0,129166667;30;0,388;18,288;740;Macho
512;2019;05/12/2019;1;96;-6,959758337;43,57980833;0,4069;0,129166667;30;0,388;18,288;630;Hembra
513;2019;05/12/2019;2;97;-6,970650001;43,57515;0,4177;0,136805556;30;0,410;23,22576;470;Hembra
514;2019;05/12/2019;2;97;-6,970650001;43,57515;0,4177;0,136805556;30;0,410;23,22576;720;Macho
515;2019;05/12/2019;2;97;-6,970650001;43,57515;0,4177;0,136805556;30;0,410;23,22576;2900;Macho
516;2019;05/12/2019;2;97;-6,970650001;43,57515;0,4177;0,136805556;30;0,410;23,22576;2110;Macho
517;2019;05/12/2019;2;97;-6,970650001;43,57515;0,4177;0,136805556;30;0,410;23,22576;540;Macho
518;2019;05/12/2019;2;97;-6,970650001;43,57515;0,4177;0,136805556;30;0,410;23,22576;1470;Hembra
519;2019;05/12/2019;2;97;-6,970650001;43,57515;0,4177;0,136805556;30;0,410;23,22576;470;Hembra
520;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;1390;Indeterminado
521;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;1600;Hembra
522;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;610;Macho
523;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;480;Macho
524;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;980;Macho
525;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;1220;Hembra
526;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;1820;Hembra
527;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;710;Macho
528;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;880;Macho
529;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;560;Macho
530;2019;05/12/2019;3;98;-6,973499997;43,59579167;0,4427;0,159722222;30;0,479;64,008;770;Hembra
531;2019;05/12/2019;4;99;-6,965050004;43,599025;0,4392;0,134027778;30;0,402;58,5216;640;Macho
532;2019;05/12/2019;4;99;-6,965050004;43,599025;0,4392;0,134027778;30;0,402;58,5216;410;Macho
533;2019;05/12/2019;4;99;-6,965050004;43,599025;0,4392;0,134027778;30;0,402;58,5216;640;Hembra
534;2019;05/12/2019;4;99;-6,965050004;43,599025;0,4392;0,134027778;30;0,402;58,5216;940;Hembra
535;2019;05/12/2019;4;99;-6,965050004;43,599025;0,4392;0,134027778;30;0,402;58,5216;2010;Hembra
536;2019;05/12/2019;5;100;-6,988749998;43,63224167;0,4948;0,128472222;30;0,385;109,728;930;Indeterminado
537;2019;05/12/2019;5;100;-6,988749998;43,63224167;0,4948;0,128472222;30;0,385;109,728;1270;Hembra
538;2019;05/12/2019;5;100;-6,988749998;43,63224167;0,4948;0,128472222;30;0,385;109,728;640;Hembra
539;2019;05/12/2019;6;101;-6,986366666;43,640825;0,4896;0,177083333;30;0,531;111,5568;540;Macho
540;2019;05/12/2019;6;101;-6,986366666;43,640825;0,4896;0,177083333;30;0,531;111,5568;960;Macho
541;2019;05/12/2019;6;101;-6,986366666;43,640825;0,4896;0,177083333;30;0,531;111,5568;1080;Hembra
542;2019;05/12/2019;6;101;-6,986366666;43,640825;0,4896;0,177083333;30;0,531;111,5568;280;Macho
543;2019;05/12/2019;6;101;-6,986366666;43,640825;0,4896;0,177083333;30;0,531;111,5568;610;Hembra
544;2019;05/12/2019;6;101;-6,986366666;43,640825;0,4896;0,177083333;30;0,531;111,5568;430;Hembra
545;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;1370;Hembra
546;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;1660;Indeterminado
547;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;1450;Macho
548;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;560;Hembra
549;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;920;Macho
550;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;560;Macho
551;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;540;Macho
552;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;620;Macho
553;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;1100;Hembra
554;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;4220;Hembra
555;2019;05/12/2019;7;102;-6,98516667;43,595375;0,5816;0,090277778;30;0,271;65,8368;3920;Hembra
556;2019;05/12/2019;8;103;-6,995750001;43,59911667;0,5733;0,06875;30;0,206;64,008;460;Hembra
557;2019;05/12/2019;8;103;-6,995750001;43,59911667;0,5733;0,06875;30;0,206;64,008;2580;Macho
558;2019;05/12/2019;8;103;-6,995750001;43,59911667;0,5733;0,06875;30;0,206;64,008;460;Macho
559;2019;05/12/2019;8;103;-6,995750001;43,59911667;0,5733;0,06875;30;0,206;64,008;400;Hembra
560;2019;05/12/2019;8;103;-6,995750001;43,59911667;0,5733;0,06875;30;0,206;64,008;3490;Macho
561;2019;06/12/2019;1;104;-6,992249994;43,60298333;0,4052;0,127777778;30;0,383;71,3232;570;Macho
562;2019;06/12/2019;1;104;-6,992249994;43,60298333;0,4052;0,127777778;30;0,383;71,3232;320;Macho
563;2019;06/12/2019;2;105;-7,025799999;43,5909;0,4229;0,14375;30;0,431;71,3232;1220;Hembra
564;2019;06/12/2019;2;105;-7,025799999;43,5909;0,4229;0,14375;30;0,431;71,3232;770;Hembra
565;2019;06/12/2019;2;105;-7,025799999;43,5909;0,4229;0,14375;30;0,431;71,3232;1090;Hembra
566;2019;06/12/2019;2;105;-7,025799999;43,5909;0,4229;0,14375;30;0,431;71,3232;750;Macho
